,Country,Days,CumConfirmed,CumConfirmed_per_million,CumDeaths,CumRecovered,smoothed_cumulative_testing_count,SmoothedCumTesting_per_thousand,Population,Pop_Density,Land_Area_Kmsq,HealthCapacityScore,RecoveryRate,FatalityRate,Active,Population Interval,Health Capacity Score Interval
83,Israel,220,0.3589356213388823,7.107526155426781,0.08382702803563931,0.335448189101524,0.33157878933659596,3.2379071842312808,0.05990179135877944,0.15112967533700397,0.013213148374087868,5.483028720626632,7.6,0.3448275862068966,0.1437448007894468,1-10m,35 to 50
84,Italy,235,0.4658852827118152,1.3201390024746293,1.6889023650697392,0.3817879832628972,1.0435004002373047,1.458756925854638,0.4198452119281089,0.0774634516802734,0.1796063704240414,5.7441253263707575,6.7,3.448275862068966,0.1863788903156301,50-100m,35 to 50
85,Jamaica,212,0.01012058932900402,0.585338051096078,0.006810654475906143,0.005136524113973393,0.007077568167375084,0.20201923978948352,0.020338057759311155,0.10290487943801026,0.006612375051665859,0.6135770234986946,4.1,0.6896551724137931,0.009973926817635002,1-10m, less than 10
86,Japan,258,0.11680722680822447,0.15766096520897668,0.07627000046648318,0.13021889971115186,0.19228309150817205,0.12849995131678085,0.8785063720087597,0.13100436681222707,0.222602989619078,8.237597911227153,9.1,0.6896551724137931,0.014534143978554145,100-500m,50 to 65
87,Jordan,214,0.04276664857027726,0.71785891001292,0.013154825768531043,0.010417448504243226,0.0,0.0,0.07065430938269422,0.04290867666603379,0.05420999581788192,4.8172323759791125,2.0,0.3448275862068966,0.058913501800891686,10-50m,35 to 50
88,Kazakhstan,210,0.14100801639817928,1.286608238203399,0.08144796380090497,0.16509394666107685,0.25984045940511474,1.1696580590389225,0.13022238755530163,0.0018986140117714066,1.6484829914680272,5.522193211488251,9.6,0.6896551724137931,0.006852711516383678,10-50m,35 to 50
89,Kenya,205,0.053922489579459776,0.17125200072601385,0.036245743340952555,0.05077811913720994,0.04893247505033487,0.07691627905144523,0.3733602733784313,0.034934497816593885,0.3475261357955541,2.637075718015666,7.7,0.6896551724137931,0.0199095703307092,50-100m,20 to 35
90,"Korea, South",258,0.03237396555812245,0.10759798869549991,0.020478611746046555,0.03662689206015874,0.19987596932987803,0.3295154208672139,0.35597592922640264,0.19935447123599773,0.059369712244752036,9.490861618798956,9.200000000000001,0.6896551724137931,0.003301372028596277,50-100m,>=65
92,Kuwait,232,0.14606895890478405,5.8622452934675895,0.03134766991649951,0.16583498983723552,0.065724046772002,1.3007981781982916,0.029435627679287906,0.09037402696031897,0.010880590178745401,5.143603133159269,9.3,0.3448275862068966,0.017015802897730883,1-10m,35 to 50
93,Kyrgyzstan,208,0.06504205143088884,1.7082539241208354,0.05103326025096795,0.07122265935482909,0.0,0.0,0.045093516240295575,0.012151129675337003,0.11711579301269372,2.1801566579634466,8.9,0.6896551724137931,0.009507771285629935,1-10m,10 to 20
94,Laos,165,2.72093683150793e-05,5.542708035524246e-05,0.0,3.332314068379402e-05,0.0,0.0,0.05031390324302608,0.011391684070628441,0.14092986882901734,2.6762402088772848,9.1,0.0,2.251959091811922e-06,1-10m,20 to 35
95,Latvia,217,0.0036771517751521456,0.3337503764825173,0.001912581051453095,0.002102531495525099,0.03039271099567031,1.3619266897303925,0.012869311948768733,0.01063223846591988,0.037979787223064436,4.908616187989557,4.699999999999999,0.3448275862068966,0.003317135742238961,1-10m,35 to 50
96,Lebanon,228,0.07417014665849521,1.8620645913558742,0.02327751084573401,0.039930643436523465,0.0,0.0,0.04718656234248634,0.25251566356559707,0.0062460046544916496,4.8172323759791125,4.4,0.3448275862068966,0.07112137203760412,1-10m,35 to 50
97,Lesotho,116,0.002372397780233819,0.18938408584140579,0.0019592293697812194,0.001524930390339336,0.0,0.0,0.01464832123511578,0.026200873362445413,0.018537731479686383,0.2872062663185379,5.2,0.6896551724137931,0.0018668740871120833,1-10m, less than 10
98,Liberia,194,0.0017750873615075544,0.05960014481236816,0.00382516210290619,0.0019898675436894144,0.0,0.0,0.034904366326575446,0.01936586292006835,0.05881405047570449,0.14360313315926898,9.1,2.0689655172413794,7.881856821341727e-05,1-10m, less than 10
99,Libya,172,0.0342527076560684,0.8538720101277734,0.019498997061155945,0.022543898080698174,0.016012296821000548,0.19696397291881332,0.04750510137865942,0.0007594456047085627,1.074405003789186,2.1148825065274153,5.4,0.6896551724137931,0.02660014079248242,1-10m,10 to 20
100,Liechtenstein,211,0.00022285768334255425,1.0128832876523381,4.664831832812427e-05,0.00020787292521795317,0.0,0.0,2.9160214077658566e-05,0.0896145813556104,9.708815525116554e-05,3.263707571801567,7.5,0.3448275862068966,9.23303227642888e-05,< 1m,20 to 35
101,Lithuania,214,0.008425834388236225,0.5300476532205158,0.005084666697765545,0.004606527495478764,0.07095278585621417,2.2029609297731403,0.018678364259563023,0.015568634896525536,0.03826921983683206,3.7597911227154053,4.5,0.6896551724137931,0.007863841148607232,1-10m,20 to 35
102,Luxembourg,214,0.012594050477265277,3.4486290482621964,0.006157578019312404,0.012535848161998703,0.07406064667525873,10.0,0.004113466110087089,0.09113347256502753,0.0015808882638067144,6.462140992167103,8.100000000000001,0.3448275862068966,0.003803558906070336,< 1m,50 to 65
103,Madagascar,204,0.02166902265244696,0.13350143956595215,0.011055651443765451,0.025517591682671033,0.006204008180282984,0.018936729907905573,0.1921578693553556,0.017467248908296942,0.3552534980892868,0.013054830287206262,9.6,0.3448275862068966,0.0009165473503674522,10-50m, less than 10
